"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","699","31305","DOCTORAL EARLY INQUIRY LCLE","Wohlwend,Karen E.","12","12",""," 3.975"," 3.974","100","100.0","0.0","0.0","0.0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","699","31306","DOCTORAL EARLY INQUIRY LCLE","Wohlwend,Karen E.","12","12",""," 3.975"," 3.998","100","100.0","0.0","0.0","0.0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","750","11554","RSCH SEM IN LIT,CLTR&LANG EDUC","Coronel-Molina,Serafin M.","8","11",""," 4.000"," 3.948","100","100.0","0.0","0.0","0.0","3","1","7","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","750","13049","RSCH SEM IN LIT,CLTR&LANG EDUC","Croom,Marcus","8","12",""," 4.000"," 3.972","90","100.0","0.0","0.0","0.0","4","4","4","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","795","11652","DISSERTATION PROPOSAL PREP","Hines,Mary Beth","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","795","2114","DISSERTATION PROPOSAL PREP","Hines,Mary Beth","5","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","795","33655","DISSERTATION PROPOSAL PREP","Hines,Mary Beth","9","9",""," 4.000"," 3.962","100","100.0","0.0","0.0","0.0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","13591","DOCT THESIS LIT,CLTR & LANG ED","Samuelson,Beth Lewis","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","2115","DOCT THESIS LIT,CLTR & LANG ED","Wohlwend,Karen E.","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","37161","DOCT THESIS LIT,CLTR & LANG ED","Medina,Carmen L.","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","37404","DOCT THESIS LIT,CLTR & LANG ED","Nyikos,Martha","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","37460","DOCT THESIS LIT,CLTR & LANG ED","Pawan,Faridah","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","37833","DOCT THESIS LIT,CLTR & LANG ED","Damico,James","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-L","799","4119","DOCT THESIS LIT,CLTR & LANG ED","Hines,Mary Beth","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","101","2117","LABORATORY-FIELD EXPERIENCE","Davis,Bria Nichole","1","26","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","101","2118","LABORATORY-FIELD EXPERIENCE","Tu,Xintian","0","22","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","101","31036","LABORATORY-FIELD EXPERIENCE","Manifold,Marjorie","0","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","130","32558","CHILD ART","Manifold,Marjorie","7","8",""," 3.957"," 3.422","50","100.0","0.0","0.0","0.0","1","1","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","135","2119","IND INSTRUCTION IN ART","Maxwell,Cheryl Joann","24","27",""," 3.871"," 3.396","76.9","95.8","4.2","0.0","0.0","3","0","15","8","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","135","5986","IND INSTRUCTION IN ART","Maxwell,Cheryl Joann","19","25",""," 3.574"," 3.311","90.5","84.2","10.5","0.0","0.0","7","0","7","9","2","0","0","0","0","0","0","0","0","1","2","4","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","8W2","Eight Week - Second","EDUC","EDUC-M","135","5987","IND INSTRUCTION IN ART","Manifold,Marjorie","15","22",""," 3.553"," 3.014","35","73.3","20.0","0.0","0.0","8","1","10","0","1","2","0","0","0","0","0","0","0","1","2","2","3","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","8W1","Eight Week - First","EDUC","EDUC-M","135","7377","IND INSTRUCTION IN ART","Manifold,Marjorie","11","16",""," 3.973"," 3.298","35.7","100.0","0.0","0.0","0.0","5","0","10","1","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","200","4641","ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Abowd Damico,Gabriele Therese","25","26",""," 3.788"," 3.528","32","84.0","12.0","4.0","0.0","1","1","17","3","1","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","200","6008","ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Davis-Soylu,Heidi Jo","24","27",""," 3.888"," 3.718","20","91.7","4.2","4.2","0.0","3","6","16","0","1","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","11525","LABORATORY-FIELD EXPERIENCE","Nussbaum,Matthew Paul","1","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","11528","LABORATORY-FIELD EXPERIENCE","Nussbaum,Matthew Paul","0","12","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","2121","LABORATORY-FIELD EXPERIENCE","Kitts,Kraig Ryan","0","23","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","2122","LABORATORY-FIELD EXPERIENCE","Perry,Spencer Byron","0","20","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","2123","LABORATORY-FIELD EXPERIENCE","Ataide Pinheiro,Weverton","0","23","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","2124","LABORATORY-FIELD EXPERIENCE","Andrews,Chris","0","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","EDUC","EDUC-M","201","2125","LABORATORY-FIELD EXPERIENCE","Shaw,Julia Travers","0","18","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","8401","LABORATORY-FIELD EXPERIENCE","Andrews,Chris","0","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","201","9283","LABORATORY-FIELD EXPERIENCE","Potts,Skip L","0","12","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","3W1","Three Week","EDUC","EDUC-M","202","34329","JOB SEARCH STRATEGIES FOR EDUC","Melnick,Dan","0","16","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W1","Eight Week - First","EDUC","EDUC-M","202","5719","JOB SEARCH STRATEGIES FOR EDUC","Melnick,Dan","0","21","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W2","Eight Week - Second","EDUC","EDUC-M","202","5814","JOB SEARCH STRATEGIES FOR EDUC","Melnick,Dan","0","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","300","10132","TCHNG IN PLURALISTIC SOCIETY","Vellanki,Vivek","24","26",""," 3.808"," 3.423","88.5","83.3","16.7","0.0","0.0","2","14","3","3","1","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","300","10133","TCHNG IN PLURALISTIC SOCIETY","Jordan,Traci L","12","14",""," 3.258"," 3.350","78.6","66.7","16.7","8.3","0.0","3","2","4","2","1","0","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","301","12603","LABORATORY/FIELD EXPERIENCE","Gault,Brent Michael","0","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","301","2128","LABORATORY/FIELD EXPERIENCE","Daley,Sharon Lynn","0","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W1","Eight Week - First","EDUC","EDUC-M","302","5742","MATH THROUGHOUT SECONDARY CURR","Galindo,Enrique","0","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W2","Eight Week - Second","EDUC","EDUC-M","302","9384","MATH THROUGHOUT SECONDARY CURR","Galindo,Enrique","0","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","303","12871","LAB/FIELD EXPS:JR HIGH/MDL SCH","Zaker,Jessica Taj","30","30",""," 3.647"," 3.386","100","70.0","26.7","3.3","0.0","0","7","11","3","4","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","303","2130","LAB/FIELD EXPS:JR HIGH/MDL SCH","Parker Monger,Jennifer","0","19","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","303","2131","LAB/FIELD EXPS:JR HIGH/MDL SCH","Maltese,Adam Vincent","0","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","303","4086","LAB/FIELD EXPS:JR HIGH/MDL SCH","Cox,Jenny","0","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","303","4546","LAB/FIELD EXPS:JR HIGH/MDL SCH","Nyikos,Martha","0","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","321","4085","SECOND SCH MATH CURR&ASSESSMNT","Hackenberg,Amy Jeanne","7","7",""," 3.686"," 3.626","100","85.7","14.3","0.0","0.0","0","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","323","2132","TCHING OF MUS IN THE ELEM SCH","Pineda,Loida Maria","14","15",""," 3.979"," 3.565","93.3","100.0","0.0","0.0","0.0","1","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","323","2133","TCHING OF MUS IN THE ELEM SCH","Pineda,Loida Maria","8","8",""," 4.000"," 3.354","100","100.0","0.0","0.0","0.0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","323","2134","TCHING OF MUS IN THE ELEM SCH","Pineda,Loida Maria","12","12",""," 3.892"," 3.580","100","91.7","8.3","0.0","0.0","0","10","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","323","2135","TCHING OF MUS IN THE ELEM SCH","Pineda,Loida Maria","8","9",""," 3.875"," 3.317","100","87.5","12.5","0.0","0.0","1","5","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","323","5761","TCHING OF MUS IN THE ELEM SCH","Pineda,Loida Maria","6","6",""," 3.950"," 3.386","100","100.0","0.0","0.0","0.0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","333","36626","ART EXPRNCE FOR THE ELEM TCH","Reynolds,Roy J","17","18",""," 3.806"," 3.581","100","82.4","17.6","0.0","0.0","1","4","6","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","333","36627","ART EXPRNCE FOR THE ELEM TCH","Reynolds,Roy J","18","18",""," 3.967"," 3.564","100","100.0","0.0","0.0","0.0","0","7","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","334","11517","DRAMA IN EDUCATION","Cardona Otero,Javier","14","14",""," 3.779"," 3.291","100","78.6","14.3","7.1","0.0","0","9","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","341","5703","FOUNDATNS OF TCHNG SOCIAL STDS","Cuenca,Alexander","30","30",""," 3.477"," 3.386","100","56.7","33.3","10.0","0.0","0","7","9","1","4","4","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","342","12580","METH & MTLS FOR TEACH ELEM MUS","Gault,Brent Michael","13","13",""," 3.977"," 3.743","0","100.0","0.0","0.0","0.0","0","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","346","2138","EXPLORING SECNDRY SCH SCI TCHG","Cesljarev,Claire Irene","7","7",""," 3.857"," 3.370","100","85.7","14.3","0.0","0.0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","401","2140","LABORATORY/FIELD EXPERIENCE","Reynolds,Tiehl G","0","20","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","401","2142","LABORATORY/FIELD EXPERIENCE","Manifold,Marjorie","0","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","401","30653","LABORATORY/FIELD EXPERIENCE","Drake,Cameron M","0","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","401","34185","LABORATORY/FIELD EXPERIENCE","Costa,Mila","0","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","412","2144","TCH WRITING IN MID & SEC SCHLS","Rupert,Rebecca L","26","26",""," 3.554"," 3.433","100","73.1","11.5","15.4","0.0","0","6","10","3","0","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","420","10077","STUDENT TEACHING SEMINAR","Shedd,Jill Denise","0","33","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","420","10915","STUDENT TEACHING SEMINAR","Shedd,Jill Denise","0","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","420","2145","STUDENT TEACHING SEMINAR","Shedd,Jill Denise","0","57","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","420","33957","STUDENT TEACHING SEMINAR","Shedd,Jill Denise","0","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","420","4080","STUDENT TEACHING SEMINAR","Shedd,Jill Denise","0","55","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","424","2146","STUDENT TEACHING: K-PRIMARY","Shedd,Jill Denise","0","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","424","3858","STUDENT TEACHING: K-PRIMARY","Stachowski,Laura L.","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","425","10916","STUDENT TEACH: ELEMENTARY","Shedd,Jill Denise","0","11","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","425","2147","STUDENT TEACH: ELEMENTARY","Stachowski,Laura L.","0","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","EDUC","EDUC-M","425","2148","STUDENT TEACH: ELEMENTARY","Shedd,Jill Denise","0","57","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
