"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","606","30145","RACE AND GLOBAL CITY, PART II","Grim,Valerie","4","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","620","8595","TRANSFORMING DIVIDED COMM&SOC","Calloway-Thomas,Carolyn","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","669","3977","INDEP PROJ BLACK SOCIAL ISSUES","Calloway-Thomas,Carolyn","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","690","30143","CORE RDGS IN AFRO-AMER STUDIES","Grim,Valerie","4","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","698","3979","FIELD STUDY SEMINAR","Calloway-Thomas,Carolyn","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","799","5819","STUDY&RESEARCH ABROAD IN AAADS","Calloway-Thomas,Carolyn","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-A","899","5785","PHD DISSERTATION RESEARCH","Calloway-Thomas,Carolyn","0","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-G","901","5786","ADVANCED RESEARCH","Calloway-Thomas,Carolyn","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-X","373","3975","INTERNSHIP IN AAADS","Calloway-Thomas,Carolyn","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAAD","AAAD-X","490","8730","INDIV READ IN AFR AMER STUDIES","Calloway-Thomas,Carolyn","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","500","11337","TOPICS IN ARTS ADMINISTRATION","Herzig,Monika Gm","10","11",""," 3.900"," 3.841","70","90.0","10.0","0.0","0.0","1","0","8","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","500","11574","TOPICS IN ARTS ADMINISTRATION","Starnes,Adrian Rogers","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","500","12629","TOPICS IN ARTS ADMINISTRATION","Kuhar,Ursula Maria","6","7",""," 3.850"," 3.857","66.7","100.0","0.0","0.0","0.0","1","2","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","504","8049","ARTS ORGS IN PUBL & PRIVT SECT","Rushton,Michael","26","26",""," 3.904"," 3.831","80.8","96.2","3.8","0.0","0.0","0","0","19","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","506","11168","CURATING IN GALLERIES & MUSEUM","Lewis,Frank","23","25",""," 3.739"," 3.751","66.7","73.9","26.1","0.0","0.0","2","3","10","4","5","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","508","11342","PERFORMING ARTS ORG MANAGEMENT","Kuhar,Ursula Maria","11","13",""," 3.736"," 3.751","63.6","90.9","0.0","9.1","0.0","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","530","8050","AUDIENCE DEV & MRKTG THE ARTS","Gahl-Mills,Karen","24","26",""," 3.908"," 3.821","60","95.8","4.2","0.0","0.0","2","11","7","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","550","11166","PRACTICUM IN ARTS ADMIN","Starnes,Megan R","0","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","550","1415","PRACTICUM IN ARTS ADMIN","Starnes,Megan R","0","15","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","AADM","AADM-Y","551","38716","CULTURAL PLANNING & URBAN DEV","Noonan,Doug","11","12",""," 3.609"," 3.721","45.5","63.6","36.4","0.0","0.0","1","0","6","1","1","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","558","11169","FUND DEV FOR NONPROFIT ORGS","Gahl-Mills,Karen","25","26",""," 3.892"," 3.848","64","88.0","12.0","0.0","0.0","1","3","17","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","690","37478","INDPT STUDY IN ARTS ADMIN","Gahl-Mills,Karen","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","750","1417","INTERNSHIP IN ARTS ADMIN","Redman,Miranda Darlene","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AADM","AADM-Y","750","31676","INTERNSHIP IN ARTS ADMIN","Schepers,Jennifer Jane","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AAST","AAST-A","101","7574","INTR TO ASIAN AMERICAN STUDIES","Kwong,Lisa","35","42",""," 3.794"," 3.274","0","91.4","5.7","0.0","0.0","8","15","12","5","1","1","0","0","0","0","0","0","0","1","3","2","2","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","ABEH","ABEH-A","101","12725","INTRO ANIMAL BEHAVIOR","Smith,Adam Ray","99","102",""," 3.363"," 3.314","42","46.5","44.4","7.1","2.0","3","15","18","13","18","19","7","4","3","0","1","1","0","0","1","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","ABEH","ABEH-A","200","7507","ANIMAL BEHAVIOR WORKSHOP","Smith,Adam Ray","22","24",""," 3.759"," 3.226","78.3","81.8","13.6","4.5","0.0","2","10","7","1","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","ABEH","ABEH-A","400","10437","ADV WORKSHOP IN ANIMAL BEHAVR","Smith,Adam Ray","23","23",""," 3.739"," 3.522","95.7","78.3","17.4","4.3","0.0","0","13","4","1","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","ABEH","ABEH-X","473","36949","ANIMAL BEHAVIOR INTERNSHIP","Smith,Adam Ray","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","ABEH","ABEH-X","473","4098","ANIMAL BEHAVIOR INTERNSHIP","Smith,Adam Ray","0","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AERO","AERO-A","102","1418","INTRO TO THE AIR FORCE II","Williams,Joseph D","15","20",""," 3.933"," 3.208","0","93.3","6.7","0.0","0.0","5","8","5","1","1","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AERO","AERO-A","152","11789","LLAB II","Williams,Jason Patton","49","53",""," 3.986"," 3.380","0","98.0","2.0","0.0","0.0","4","48","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AERO","AERO-A","202","1419","TEAM AND LDRSP FUND II","Bofferding,Steven Michael","15","17",""," 3.980"," 3.389","0","100.0","0.0","0.0","0.0","2","12","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AERO","AERO-A","302","1420","LEADING AND COMMUNICATION II","Williams,Jason Patton","13","13",""," 3.954"," 3.520","0","100.0","0.0","0.0","0.0","0","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AERO","AERO-A","402","1421","NATL SEC/PREP ACTV DUTY II","Bofferding,Steven Michael","9","9",""," 4.000"," 3.525","0","100.0","0.0","0.0","0.0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-A","500","5456","ADV TOPICS IN AFRICAN STUDIES","Buggenhagen,Beth Anne","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-A","731","31258","SEM ON CONTEMPORARY AFRICA","Moyd,Michelle Renee","6","7",""," 4.000"," 3.799","28.6","100.0","0.0","0.0","0.0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-B","102","3959","ELEMENTARY BAMANA II","Sow,Amadou Beidy","20","21",""," 3.920"," 3.361","0","95.0","5.0","0.0","0.0","1","0","16","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-B","202","2651","INTERMEDIATE BAMANA II","Sow,Amadou Beidy","18","18",""," 3.850"," 3.307","0","83.3","16.7","0.0","0.0","0","0","13","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-B","502","5452","ELEMENTARY BAMANA II","Sow,Amadou Beidy","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-K","102","3890","ELEMENTARY AKAN II","Adu-Amankwah,David","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-K","202","9105","INTERMEDIATE AKAN II","Adu-Amankwah,David","4","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W1","Eight Week - First","AFRI","AFRI-L","100","5306","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","26","29",""," 3.696"," 3.153","0","84.6","7.7","3.8","3.8","3","6","12","4","1","0","1","0","1","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","8W2","Eight Week - Second","AFRI","AFRI-L","100","6109","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","33","44",""," 3.842"," 2.839","0","97.0","3.0","0.0","0.0","11","0","17","15","1","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-L","232","6497","CONTEMPORARY AFRICA","Stratton,Emily","24","32",""," 3.113"," 2.987","0","45.8","33.3","12.5","4.2","9","2","8","1","2","3","3","0","3","0","1","0","0","1","5","2","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","8W1","Eight Week - First","AFRI","AFRI-L","400","10917","TOPICS IN AFRICAN STUDIES","Schleicher,Antonia Yetunde","4","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","8W2","Eight Week - Second","AFRI","AFRI-L","481","36864","AFRICAN LANGUAGES/INTERACTIONS","Schleicher,Antonia Yetunde","6","8",""," 2.783"," 3.202","0","16.7","66.7","0.0","16.7","2","0","0","1","1","2","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","3W1","Three Week","AFRI","AFRI-L","506","37678","TUTORIAL INSTRUCT FOREIGN LANG","Alramadan,Iman","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","AFRI","AFRI-L","506","4918","TUTORIAL INSTRUCT FOREIGN LANG","Omar,Alwiya Saleh","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
