"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"S108","4085SS1","","","AAAD","AAAD-A","298","14342","SPEC TPCS SOC&HIST FOR AAADS","Shand,Aimee Lauren","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","389","3877","MOTOWN","Sykes,Charles Evans","40","48",""," 3.233"," 2.735","0.0","60.0","15.0","12.5","12.5","8","13","5","6","2","3","1","4","0","1","3","2","0","0","2","3","2","0","1","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","495","3900","INDIV RDGS AFRO-AMER STUDIES","Grim,Valerie","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","495","3906","INDIV RDGS AFRO-AMER STUDIES","Grim,Valerie","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","590","13316","SPECIAL TOPICS AFRO-AMER STDS","Carter,Stephanie","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","669","13347","INDEP PROJ BLACK SOCIAL ISSUES","Grim,Valerie","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AAAD","AAAD-A","669","3909","INDEP PROJ BLACK SOCIAL ISSUES","Grim,Valerie","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AADM","AADM-Y","564","12350","ECONOMICS & ADMIN OF ARTS ORGS","Rushton,Michael Johnstone","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ABEH","ABEH-A","495","4770","ANIMAL BEHAVIOR INTERNSHIP","Demas,Gregory","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AFRI","AFRI-A","651","13515","IND RESEARCH/DIRECTED READINGS","Frank-Wilson,Marion","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AMID","AMID-H","203","12002","TEXTILES","Akou,Heather Marie","19","20",""," 3.126"," 2.735","55.0","31.6","57.9","5.3","5.3","1","0","2","4","6","2","3","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AMID","AMID-H","315","12005","PRINCIPLES OF MERCHANDISING","Rausch,Charity A","20","22",""," 2.755"," 2.875","77.3","25.0","35.0","35.0","5.0","2","0","0","5","3","3","1","2","2","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AMID","AMID-H","490","12006","SPECIAL PROBLEMS","Shaffer,Janis L","24","28",""," 3.258"," 2.818","72.0","54.2","33.3","8.3","0.0","5","0","0","13","6","2","0","1","1","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AMST","AMST-A","202","11538","U.S. ARTS AND MEDIA","Segal,Shira Bat-Ami","11","15",""," 3.518"," 2.604","0.0","63.6","27.3","9.1","0.0","4","1","4","2","2","0","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AMST","AMST-G","753","1327","INDEPENDENT STUDY","Guterl,Matthew T","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANAT","ANAT-A","800","1334","RESEARCH IN ANATOMY","Foley,John G","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","105","4309","HUMAN ORIGINS & PREHISTORY","Costa,August Gerald","18","24",""," 3.439"," 2.784","0.0","50.0","38.9","11.1","0.0","6","3","6","0","3","4","0","0","2","0","0","0","0","0","1","4","0","0","1","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","303","4310","EVOLUTION & PREHISTORY","Costa,August Gerald","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","408","1337","MUSEUM PRACTICUM","Conrad,Geoffrey","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","495","1339","INDIVIDUAL READINGS IN ANTH","Brondizio,Eduardo S.","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","496","1341","FIELD STUDY IN ANTHROPOLOGY","Brondizio,Eduardo S.","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","496","4313","FIELD STUDY IN ANTHROPOLOGY","Brondizio,Eduardo S.","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","800","1343","RESEARCH","Brondizio,Eduardo S.","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-A","800","4314","RESEARCH","Brondizio,Eduardo S.","0","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-B","200","4121","BIOANTHROPOLOGY","Foley,Allison Jane","30","31",""," 2.863"," 2.896","3.2","33.3","30.0","26.7","6.7","2","3","2","5","3","2","4","7","1","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-B","370","5195","HUMAN VARIATION","Kaestle,Frederika Ann","10","16",""," 3.500"," 3.038","26.7","60.0","30.0","10.0","0.0","6","3","1","2","1","2","0","1","0","0","0","0","0","0","2","1","1","0","2","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-P","405","1345","FIELD WORK IN ARCHAEOLOGY","Peebles,Christopher S","9","10",""," 4.000"," 3.633","55.6","100.0","0.0","0.0","0.0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","ANTH","ANTH-P","405","4316","FIELD WORK IN ARCHAEOLOGY","Scheiber,Laura Lee","0","14","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ASCS","ASCS-Q","398","4063","INTERNSHIP: THRY INTO PRACTICE","Grossman,Justin Robert","0","88","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","ASCS","ASCS-W","499","4064","WORK ASSIGNMENT","Grossman,Justin Robert","0","90","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","100","1346","THE SOLAR SYSTEM","Young,Michael David","41","49",""," 3.010"," 3.060","0.0","34.1","39.0","22.0","4.9","8","0","10","4","6","2","8","3","5","1","2","0","0","0","1","7","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","100","1347","THE SOLAR SYSTEM","Nigam,Sunny","26","36",""," 3.081"," 2.986","0.0","50.0","26.9","7.7","15.4","10","2","7","4","2","3","2","0","2","0","1","3","0","0","1","9","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","100","1348","THE SOLAR SYSTEM","Haurberg,Nathalie Claire","36","45",""," 2.806"," 2.841","0.0","16.7","38.9","44.4","0.0","9","1","3","2","8","3","3","10","3","3","0","0","0","0","1","7","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","105","1351","STARS AND GALAXIES","Maxwell,Aubrie Anna","39","48",""," 3.110"," 2.947","0.0","38.5","46.2","5.1","7.7","10","0","4","11","12","3","3","2","0","0","1","2","0","1","1","8","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","105","1352","STARS AND GALAXIES","Angle,Tara Hatfield","40","43",""," 2.770"," 3.046","0.0","25.0","45.0","17.5","10.0","4","1","4","5","6","6","6","2","2","3","2","2","0","1","1","2","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","AST","AST-A ","890","1358","INTRODUCTION TO RESEARCH","Mufson,Stuart Lee","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOC","BIOC-B","580","1366","INTRO TO BIOCHEMICAL RESEARCH","Oakley,Martha G","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOC","BIOC-B","880","1368","RESEARCH: BIOCHEMISTRY","Oakley,Martha G","0","30","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-B","364","4308","SUMMER FLOWERING PLANTS","Knox,Eric","18","22",""," 2.756"," 2.727","54.5","27.8","33.3","27.8","5.6","5","0","4","1","2","4","0","2","1","2","1","0","0","1","3","0","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","104","1372","INTRODUCTORY BIOLOGY LECTURES","Berndtson,Amy","43","49",""," 3.170"," 2.864","0.0","37.2","46.5","11.6","4.7","6","2","10","4","5","13","2","2","3","0","0","2","0","0","2","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","111","1373","EVOLUTION AND DIVERSITY","Cotten,Clara Ann","17","24",""," 2.629"," 3.239","26.3","41.2","11.8","29.4","5.9","9","4","2","1","0","2","0","0","5","0","0","1","0","2","0","5","0","0","0","0","0","0","2","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","112","12550","BIOLOGICAL MECHANISMS","Hengeveld,Susan E.","32","37",""," 3.050"," 2.858","23.5","40.6","37.5","15.6","6.3","5","4","5","4","2","5","5","1","2","2","1","0","1","0","1","3","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","311","1375","GENETICS","Hanratty,Pamela","70","74",""," 3.421"," 3.137","65.3","61.4","25.7","8.6","4.3","4","8","29","6","3","12","3","1","5","0","0","3","0","0","0","2","2","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","318","1376","EVOLUTION","Smith,Jeff  Scott","56","62",""," 3.014"," 2.952","81.7","28.6","46.4","25.0","0.0","6","1","5","10","9","10","7","6","6","2","0","0","0","0","2","2","1","0","0","0","0","1","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","376","11701","BIOLOGY OF BIRDS","Hengeveld,James David","29","31",""," 3.083"," 3.012","83.3","41.4","41.4","13.8","3.4","2","0","5","7","2","3","7","1","2","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","465","11703","ADVANCED FIELD BIOLOGY","Shelton,Angie","15","15",""," 3.493"," 3.076","80.0","66.7","20.0","13.3","0.0","0","0","3","7","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","490","1378","INDIVIDUAL STUDY","Palmer,Jeffrey D.","5","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","500","1383","INDEPENDENT STUDY","Palmer,Jeffrey D.","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-L","800","1385","L-800 RESEARCH","Palmer,Jeffrey D.","4","15","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-M","500","1390","INTRODUCTION TO RESEARCH","Palmer,Jeffrey D.","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BIOL","BIOL-M","800","1392","M-800 RESEARCH","Palmer,Jeffrey D.","0","12","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","100","13309","BASIC ACCOUNTING SKILLS","Schrimper,Richard John","66","79",""," 2.547"," 3.057","22.9","18.2","31.8","40.9","6.1","15","2","5","5","3","17","1","7","15","5","0","2","2","2","4","9","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","100","1394","BASIC ACCOUNTING SKILLS","Davault,Marcia Lynn","40","51",""," 2.878"," 3.271","11.4","20.0","52.5","17.5","10.0","11","0","6","2","10","5","6","4","3","0","1","3","0","0","4","7","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","100","5651","BASIC ACCOUNTING SKILLS","Davault,Marcia Lynn","38","49",""," 2.489"," 3.121","13.6","15.8","36.8","34.2","5.3","14","0","4","2","4","6","4","6","6","1","0","1","1","3","6","5","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","200","1395","FOUNDATIONS OF ACCOUNTING","Schrimper,Richard John","33","39",""," 2.876"," 2.757","0.0","24.2","42.4","30.3","0.0","7","1","5","2","3","11","0","2","8","0","0","0","0","1","1","4","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","201","1396","INTRO TO FINANCIAL ACCOUNTING","Davault,Marcia Lynn","33","53",""," 2.736"," 3.187","48.7","18.2","45.5","27.3","9.1","20","0","3","3","4","5","6","3","6","0","3","0","0","0","6","14","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","201","1397","INTRO TO FINANCIAL ACCOUNTING","Esplin,Adam Michael","41","48",""," 2.293"," 3.162","50.0","22.0","29.3","22.0","17.1","11","0","2","7","2","5","5","3","1","5","4","1","2","4","3","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","201","1398","INTRO TO FINANCIAL ACCOUNTING","Esplin,Adam Michael","46","50",""," 2.570"," 3.234","36.2","26.1","37.0","15.2","15.2","7","1","5","6","4","8","5","4","0","3","2","3","2","3","1","3","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","202","1400","INTRO TO MANAGERIAL ACCOUNTING","Keenan,Susan M","72","76",""," 3.078"," 3.224","56.9","33.3","50.0","12.5","2.8","5","2","11","11","11","16","9","3","5","1","0","1","1","1","0","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","202","1401","INTRO TO MANAGERIAL ACCOUNTING","Keenan,Susan M","67","73",""," 3.242"," 3.200","62.7","35.8","50.7","13.4","0.0","6","3","14","7","15","13","6","3","5","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","310","4696","MGMT DECISIONS & FINANCL RPTG","Mc Lelland,Malcolm John","45","46",""," 3.089"," 3.283","95.7","40.0","31.1","26.7","2.2","1","0","10","8","8","6","0","0","12","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","311","13199","INTERMEDIATE ACCOUNTING I","Winston,Vivian J.","37","42",""," 2.459"," 3.158","90.0","16.2","32.4","32.4","18.9","5","1","2","3","2","6","4","5","7","0","1","5","1","0","3","2","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","311","1403","INTERMEDIATE ACCOUNTING I","Winston,Vivian J.","42","47",""," 2.705"," 3.427","91.3","16.7","40.5","38.1","4.8","5","1","5","1","3","12","2","2","14","0","0","2","0","0","4","1","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","327","11674","TAX ANALYSIS","Stern,Jerrold J","4","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","329","11675","TAXES AND DECISION MAKING","Stern,Jerrold J","42","48",""," 2.933"," 3.277","88.6","31.0","40.5","26.2","0.0","7","2","5","6","4","7","6","5","3","3","0","0","0","1","2","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","329","1407","TAXES AND DECISION MAKING","Hite,Peggy A","33","38",""," 2.921"," 3.231","97.1","27.3","48.5","24.2","0.0","5","1","1","7","1","9","6","1","6","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-A ","590","1410","INDPT STUDY IN ACCOUNTING","Fisher,Joseph G.","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","303","1418","INTERMEDIATE INVESTMENTS","Goebel,Joseph M","41","52",""," 2.905"," 3.173","97.8","12.2","70.7","14.6","2.4","11","0","2","3","6","15","8","3","2","1","0","1","0","0","3","6","2","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","305","1419","INTERMEDIATE CORPORATE FINANCE","Snively,Allen Burke","48","52",""," 3.183"," 3.246","100.0","43.8","43.8","8.3","4.2","4","2","4","15","5","13","3","1","1","2","0","2","0","0","1","3","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","335","11876","SECRTY TRADING & MARKET MAKING","Zhu,Zhongyan","31","37",""," 3.100"," 3.005","100.0","32.3","48.4","19.4","0.0","6","0","3","7","8","2","5","2","3","1","0","0","0","0","1","5","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","370","1420","I-CORE - FINANCE COMPONENT","Rearick,Thomas R","0","100","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","370","1421","I-CORE - FINANCE COMPONENT","Rearick,Thomas R","0","90","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","420","12841","EQUITY & FIXED INCOME INVSTMNT","Goebel,Joseph M","23","27",""," 3.135"," 3.200","96.2","21.7","73.9","4.3","0.0","4","0","3","2","6","4","7","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-F ","494","11879","INTERNATIONAL FINANCE","Osobov,Igor","34","37",""," 3.241"," 3.119","97.1","44.1","47.1","5.9","0.0","4","0","8","7","4","8","4","1","1","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-G ","202","1427","CORPORATE SOCIAL STRATEGY","Mafi-Kreft,Elham","65","74",""," 3.026"," 3.380","45.7","32.3","41.5","23.1","3.1","9","1","10","10","7","16","4","6","9","0","0","2","0","0","5","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-G ","345","11872","MONEY, BANKING & CAPTL MARKETS","Mafi-Kreft,Elham","40","43",""," 3.020"," 3.215","95.0","35.0","37.5","25.0","2.5","3","2","6","6","4","8","3","2","7","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-I ","370","1432","I-CORE - DISCUSSION","Cutshall,Rex R.","0","100","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-I ","370","1433","I-CORE - DISCUSSION","Cutshall,Rex R.","0","90","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-J ","370","1434","I-CORE - STRAT MGT COMPONENT","Rubinstein,David","0","100","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-J ","370","1435","I-CORE - STRAT MGT COMPONENT","Rubinstein,David","0","90","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-11-2008"
"S108","4085SS1","","","BUS","BUS-K ","201","1437","THE COMPUTER IN BUSINESS","Sherry,Sarah Fairchild","19","30",""," 2.926"," 2.981","3.8","31.6","42.1","15.8","5.3","12","2","2","2","2","5","1","2","1","0","1","0","0","1","7","4","0","0","0","0","0","0","0","0","07-11-2008"
"S108","4085SS1","","","BUS","BUS-K ","201","1438","THE COMPUTER IN BUSINESS","Johnson,Kari Ann","19","28",""," 3.168"," 3.254","8.3","52.6","21.1","15.8","5.3","10","6","3","1","2","2","0","2","1","0","1","0","0","1","4","4","1","0","0","0","0","0","0","0","07-11-2008"
