"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"SP23","4232","1","Regular Academic Session","BUKD","BUKD-X","532","1225","TOPICS IN BUSINESS CAPSTONE","Magjuka,Richard J.","22","22",""," 4.000"," 3.680","0","100.0","0.0","0.0","0.0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKD","BUKD-X","571","1224","EXP COURSE FOR MBA PROGRAM","Vodosek,Markus","40","46",""," 3.885"," 3.695","100","90.0","10.0","0.0","0.0","6","18","16","2","0","4","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKD","BUKD-X","571","1230","EXP COURSE FOR MBA PROGRAM","Raymond,Angie","38","44",""," 4.000"," 3.719","100","100.0","0.0","0.0","0.0","6","38","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","6W2","Six Week - Second","BUKD","BUKD-X","574","1077","SPECIAL TOPICS","Fodor,Suzanne Lang","58","60",""," 4.000"," 3.801","100","100.0","0.0","0.0","0.0","2","56","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","6W1","Six Week - First","BUKD","BUKD-X","574","1136","SPECIAL TOPICS","Edmonds,Randi","60","60",""," 4.000"," 3.718","100","100.0","0.0","0.0","0.0","0","58","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","6W2","Six Week - Second","BUKD","BUKD-X","575","1132","EXP COURSE FOR MBA PROGRAM","Newman,Birgit","58","60",""," 3.976"," 3.694","100","96.6","3.4","0.0","0.0","2","42","14","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-A","595","1191","FINANC ANALYSIS & FIRM VALUATN","Wahlen,James M.","62","68",""," 3.555"," 3.567","100","61.3","38.7","0.0","0.0","6","0","26","12","4","16","4","0","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-A","599","1193","ANALYTL METHDS AND DEC-MAKING","Hill,John David","76","76",""," 3.479"," 3.444","100","71.1","18.4","5.3","2.6","2","0","40","14","4","6","4","0","4","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-T","593","1189","ENTPRS DATA MGMT II - BIG DATA","Barsi Lopes,Alexandre","46","48",""," 3.748"," 3.819","100","82.6","17.4","0.0","0.0","2","2","20","16","4","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-T","594","1153","AI IN BUSINESS","Barsi Lopes,Alexandre","46","52",""," 3.761"," 3.736","100","87.0","8.7","4.3","0.0","6","0","32","8","2","0","2","0","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-T","598","1155","DIGITAL TECH IN OPER MGMNT","Briggs,Carl M","92","96",""," 3.757"," 3.790","100","93.5","4.3","2.2","0.0","4","0","34","52","2","2","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUKX","BUKX-T","599","1156","CAPSTONE PROJECT","Venkataraman,Ramesh","68","68",""," 3.750"," 3.826","100","88.2","8.8","0.0","0.0","2","12","34","14","4","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1413","BASIC ACCOUNTING SKILLS","Seitz,Jamie","172","190",""," 3.456"," 3.650","77.8","57.0","36.6","5.2","1.2","18","9","56","33","22","24","17","6","3","0","0","2","0","0","7","10","0","0","0","0","0","0","0","1","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1414","BASIC ACCOUNTING SKILLS","Seitz,Jamie","178","187",""," 3.539"," 3.695","86.1","61.8","32.6","4.5","1.1","9","18","68","24","24","22","12","4","4","0","1","1","0","0","1","7","0","0","0","0","0","0","0","1","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1415","BASIC ACCOUNTING SKILLS","Seitz,Jamie","175","187",""," 3.262"," 3.517","76.7","44.0","42.9","11.4","1.1","13","3","48","26","26","23","26","12","7","1","1","1","0","1","4","7","0","0","0","0","0","0","0","1","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1416","BASIC ACCOUNTING SKILLS","Seitz,Jamie","171","188",""," 3.168"," 3.505","74.3","39.2","40.9","16.4","3.5","17","10","33","24","27","29","14","20","4","4","2","3","1","0","5","9","0","0","0","0","0","0","0","3","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1417","BASIC ACCOUNTING SKILLS","Seitz,Jamie","177","186",""," 3.408"," 3.662","82.2","53.7","36.2","8.5","1.7","9","11","60","24","25","26","13","7","6","2","1","2","0","0","3","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","100","1418","BASIC ACCOUNTING SKILLS","Seitz,Jamie","155","181",""," 2.812"," 3.217","38","27.1","38.1","24.5","8.4","29","2","20","20","22","24","13","19","15","4","5","5","3","3","9","15","1","0","0","0","0","0","0","1","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","37170","BASIC ACCOUNTING SKILLS","Williams,Brian","59","60",""," 3.042"," 3.197","26.7","39.0","47.5","6.8","0.0","5","4","13","6","6","7","15","0","4","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","4373","BASIC ACCOUNTING SKILLS","Seitz,Jamie","176","193",""," 3.254"," 3.462","71.9","51.1","32.4","12.5","2.3","20","0","58","32","23","16","18","10","8","4","1","2","1","3","2","15","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","4374","BASIC ACCOUNTING SKILLS","Seitz,Jamie","176","199",""," 3.245"," 3.419","70.6","49.4","31.8","14.8","2.8","25","0","64","23","19","25","12","13","8","5","3","1","1","2","3","19","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","4375","BASIC ACCOUNTING SKILLS","Seitz,Jamie","170","214",""," 2.926"," 3.206","38.1","35.3","35.3","20.6","6.5","48","0","43","17","18","27","15","12","11","12","4","5","2","4","5","38","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","4376","BASIC ACCOUNTING SKILLS","Seitz,Jamie","169","223",""," 2.818"," 3.136","39.9","29.6","37.9","21.9","5.3","63","0","31","19","20","30","14","19","15","3","3","4","2","9","3","50","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","5803","BASIC ACCOUNTING SKILLS","Seitz,Jamie","175","208",""," 3.038"," 3.340","51.4","42.9","33.1","14.3","6.3","39","0","56","19","16","22","20","11","14","0","3","6","2","6","3","29","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","100","9508","BASIC ACCOUNTING SKILLS","Seitz,Jamie","67","93",""," 2.697"," 3.051","36.5","23.9","41.8","19.4","10.4","29","0","13","3","10","10","8","2","5","6","4","3","0","3","5","19","2","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","200","1419","FOUNDATIONS OF ACCOUNTING","Fleener,Shaun M","95","109",""," 3.076"," 3.304","1","38.9","34.7","23.2","3.2","14","9","17","11","11","13","9","8","9","5","0","3","0","0","4","9","0","0","1","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","200","1420","FOUNDATIONS OF ACCOUNTING","Whitaker,Brett","92","105",""," 3.271"," 3.183","0","52.2","31.5","10.9","4.3","14","0","35","13","12","11","6","3","7","0","0","1","3","1","8","5","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","200","34788","FOUNDATIONS OF ACCOUNTING","Levitt,Brett Michael","87","117",""," 3.363"," 2.889","2","59.8","27.6","9.2","2.3","31","0","34","18","8","8","8","2","3","3","1","1","0","1","11","19","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","200","3625","FOUNDATIONS OF ACCOUNTING","Ferguson,Deborah","85","109",""," 2.895"," 3.251","0","31.8","34.1","28.2","4.7","25","10","5","12","10","10","9","12","7","5","2","1","1","1","15","9","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","272","5715","GLOBAL BUS IMMERSN-ACCOUNTING","Campbell,Terry","24","24",""," 4.000"," 3.708","100","100.0","0.0","0.0","0.0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","272","7760","GLOBAL BUS IMMERSN-ACCOUNTING","Cook,Christopher Stephen","21","22",""," 3.924"," 3.575","100","95.2","4.8","0.0","0.0","1","0","17","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","12405","FINANCIAL REPORTING & ANALYSIS","Head,Julie S.","173","183",""," 3.282"," 3.476","98.9","48.0","37.0","12.7","1.7","11","24","43","16","15","27","22","13","8","1","0","3","0","1","7","3","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","12406","FINANCIAL REPORTING & ANALYSIS","Head,Julie S.","214","242",""," 3.184"," 3.455","99.1","40.7","37.9","20.1","0.9","29","20","48","19","25","37","19","26","14","3","0","0","2","1","14","14","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","12407","FINANCIAL REPORTING & ANALYSIS","Head,Julie S.","211","243",""," 3.253"," 3.453","98.2","48.3","31.8","18.5","1.4","32","20","55","27","20","32","15","13","23","3","0","3","0","0","16","16","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","12408","FINANCIAL REPORTING & ANALYSIS","Head,Julie S.","188","226",""," 3.038"," 3.282","93.7","36.7","37.2","20.7","2.7","43","12","42","15","25","30","15","15","19","5","3","1","1","5","15","20","3","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","30770","FINANCIAL REPORTING & ANALYSIS","Carson,Tanya M","104","135",""," 3.091"," 3.345","87.1","42.3","31.7","18.3","6.7","32","14","17","13","11","13","9","13","5","1","4","3","0","1","17","11","3","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","30771","FINANCIAL REPORTING & ANALYSIS","Carson,Tanya M","156","185",""," 3.124"," 3.364","94.7","38.5","41.7","15.4","4.5","29","21","23","16","18","22","25","11","11","2","5","2","0","0","13","15","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","30772","FINANCIAL REPORTING & ANALYSIS","Carson,Tanya M","168","186",""," 3.004"," 3.451","96.1","31.0","41.7","23.2","3.6","19","11","22","19","24","29","17","16","23","0","5","1","0","1","8","7","3","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","304","30773","FINANCIAL REPORTING & ANALYSIS","Carson,Tanya M","174","189",""," 3.189"," 3.485","97.8","40.2","40.8","17.8","0.6","16","25","29","16","21","26","24","16","15","0","0","0","1","1","4","9","2","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12436","MANAGEMENT ACCTING & ANALYSIS","Healy,Mike","196","215",""," 3.163"," 3.416","99","42.9","36.7","15.3","4.1","21","0","64","20","24","32","16","17","6","7","3","4","1","2","8","11","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12437","MANAGEMENT ACCTING & ANALYSIS","Healy,Mike","192","214",""," 3.280"," 3.519","100","47.9","35.4","14.1","2.1","23","1","64","27","28","30","10","10","13","4","2","2","0","1","12","10","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12438","MANAGEMENT ACCTING & ANALYSIS","Healy,Mike","196","217",""," 3.159"," 3.468","98","45.9","32.1","15.8","5.1","23","0","65","25","20","28","15","16","8","7","5","5","0","2","5","13","3","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12439","MANAGEMENT ACCTING & ANALYSIS","Healy,Mike","139","172",""," 3.088"," 3.327","91.6","36.7","36.7","24.5","0.7","35","0","43","8","18","23","10","14","16","4","1","0","0","2","14","17","2","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12440","MANAGEMENT ACCTING & ANALYSIS","Biagioni,Diane T","173","192",""," 3.118"," 3.536","98.9","35.8","43.4","17.3","2.9","20","0","37","25","26","38","11","15","15","0","1","3","1","1","7","12","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12441","MANAGEMENT ACCTING & ANALYSIS","Biagioni,Diane T","173","190",""," 3.303"," 3.652","100","46.2","38.7","14.5","0.6","17","0","46","34","33","22","12","11","14","0","0","1","0","0","7","10","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12442","MANAGEMENT ACCTING & ANALYSIS","Biagioni,Diane T","168","195",""," 2.999"," 3.515","97.1","31.0","38.7","29.2","0.6","28","0","34","18","22","23","20","22","27","0","0","1","0","1","6","21","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","306","12443","MANAGEMENT ACCTING & ANALYSIS","Biagioni,Diane T","178","194",""," 3.316"," 3.671","99.4","48.9","39.3","9.6","2.2","16","0","52","35","22","31","17","9","8","0","2","2","0","0","2","14","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","309","12479","MGMT ACCTG & ANALYSIS: HONORS","Burke,Joe William","43","53",""," 3.560"," 3.845","100","62.8","32.6","4.7","0.0","10","5","12","10","8","4","2","1","1","0","0","0","0","0","2","8","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","309","12480","MGMT ACCTG & ANALYSIS: HONORS","Burke,Joe William","46","52",""," 3.583"," 3.848","100","56.5","41.3","2.2","0.0","6","8","11","7","14","4","1","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","309","12481","MGMT ACCTG & ANALYSIS: HONORS","Burke,Joe William","45","50",""," 3.458"," 3.830","100","51.1","48.9","0.0","0.0","5","6","6","11","8","9","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","10699","MGMT DECISIONS & FINANCL RPTG","Metz,Katie","50","52",""," 3.300"," 3.548","100","38.0","54.0","8.0","0.0","2","0","8","11","14","8","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","10700","MGMT DECISIONS & FINANCL RPTG","Metz,Katie","49","56",""," 3.341"," 3.535","100","38.8","57.1","4.1","0.0","7","0","8","11","13","11","4","1","1","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","12020","MGMT DECISIONS & FINANCL RPTG","Andrews,Angela Banita","25","34",""," 3.104"," 3.326","100","40.0","40.0","12.0","4.0","10","0","9","1","4","5","1","1","0","2","1","0","0","1","1","8","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","1421","MGMT DECISIONS & FINANCL RPTG","Hoffman,P.J.","48","52",""," 3.365"," 3.467","100","52.1","37.5","8.3","2.1","4","0","13","12","8","7","3","1","3","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","30737","MGMT DECISIONS & FINANCL RPTG","Andrews,Angela Banita","48","52",""," 3.267"," 3.458","100","41.7","43.8","10.4","4.2","4","0","17","3","9","10","2","2","3","0","1","0","1","0","2","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","30740","MGMT DECISIONS & FINANCL RPTG","Andrews,Angela Banita","46","55",""," 2.978"," 3.369","100","28.3","47.8","17.4","6.5","9","0","11","2","5","14","3","2","4","2","1","1","1","0","3","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","30743","MGMT DECISIONS & FINANCL RPTG","Andrews,Angela Banita","47","57",""," 3.589"," 3.506","100","74.5","14.9","6.4","4.3","10","1","30","4","2","4","1","1","1","1","2","0","0","0","3","7","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","3813","MGMT DECISIONS & FINANCL RPTG","Hoffman,P.J.","50","54",""," 3.236"," 3.542","100","38.0","52.0","8.0","2.0","4","0","13","6","8","8","10","3","1","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","310","7138","MGMT DECISIONS & FINANCL RPTG","Metz,Katie","51","56",""," 3.390"," 3.569","100","39.2","58.8","2.0","0.0","5","0","6","14","19","9","2","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","1423","INTERMEDIATE ACCOUNTING I","Holzman,Eric Richard","50","51",""," 3.274"," 3.520","100","44.0","44.0","8.0","4.0","1","0","12","10","11","6","5","3","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","1424","INTERMEDIATE ACCOUNTING I","Holzman,Eric Richard","49","53",""," 3.471"," 3.705","98","53.1","42.9","4.1","0.0","4","0","16","10","11","5","5","1","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","1425","INTERMEDIATE ACCOUNTING I","Liu,Betty","44","51",""," 3.418"," 3.604","100","54.5","34.1","11.4","0.0","7","0","19","5","5","6","4","2","3","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","3814","INTERMEDIATE ACCOUNTING I","Holzman,Eric Richard","37","40",""," 3.146"," 3.494","100","29.7","59.5","8.1","2.7","3","0","9","2","4","10","8","3","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","7151","INTERMEDIATE ACCOUNTING I","Liu,Betty","44","53",""," 3.595"," 3.679","100","70.5","22.7","6.8","0.0","9","0","22","9","5","2","3","1","2","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","311","9622","INTERMEDIATE ACCOUNTING I","Liu,Betty","30","33",""," 3.260"," 3.622","100","53.3","26.7","16.7","3.3","3","0","12","4","3","2","3","0","5","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","312","1426","INTERMEDIATE ACCOUNTING II","Piorkowski,Mark","42","47",""," 3.500"," 3.654","100","52.4","45.2","2.4","0.0","5","0","19","3","7","7","5","1","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","312","4628","INTERMEDIATE ACCOUNTING II","Piorkowski,Mark","25","30",""," 3.300"," 3.599","100","44.0","48.0","8.0","0.0","5","0","6","5","3","5","4","1","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","312","7976","INTERMEDIATE ACCOUNTING II","Piorkowski,Mark","42","46",""," 3.238"," 3.489","100","31.0","61.9","7.1","0.0","4","0","10","3","10","8","8","1","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","313","13629","INTRO TO CAREERS IN ACCOUNTING","Greene,David Elsworth","43","57",""," 3.805"," 3.628","100","100.0","0.0","0.0","0.0","14","2","13","28","0","0","0","0","0","0","0","0","0","0","4","10","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","313","13630","INTRO TO CAREERS IN ACCOUNTING","Greene,David Elsworth","28","51",""," 3.768"," 3.466","100","92.9","7.1","0.0","0.0","23","2","7","17","2","0","0","0","0","0","0","0","0","0","7","15","1","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","313","31120","INTRO TO CAREERS IN ACCOUNTING","Levitt,Brett Michael","39","52",""," 3.851"," 3.742","100","89.7","10.3","0.0","0.0","13","0","25","10","4","0","0","0","0","0","0","0","0","0","3","10","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","314","33755","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","24","26",""," 3.492"," 3.560","100","54.2","45.8","0.0","0.0","2","0","9","4","4","3","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","314","33756","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","25","27",""," 3.588"," 3.611","100","68.0","28.0","0.0","4.0","2","1","13","3","4","2","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","314","33758","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","25","28",""," 3.592"," 3.641","100","68.0","28.0","4.0","0.0","3","0","13","4","2","3","2","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","314","33759","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","25","27",""," 3.404"," 3.511","100","60.0","32.0","4.0","0.0","3","0","11","4","1","6","1","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","314","33760","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","25","27",""," 3.520"," 3.595","100","56.0","40.0","4.0","0.0","2","0","11","3","5","3","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","314","33762","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","24","26",""," 3.450"," 3.486","100","54.2","41.7","4.2","0.0","2","1","8","4","3","4","3","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","314","33763","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","25","29",""," 3.928"," 3.629","100","100.0","0.0","0.0","0.0","4","5","14","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","314","33764","COMMUNIC ACCOUNTING ANALYTICS","Williams,Brian","22","32",""," 3.655"," 3.553","100","77.3","18.2","0.0","4.5","10","1","12","4","3","1","0","0","0","0","0","0","1","0","3","7","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","319","33766","FINANCIAL AND TRANS CONSULTING","Greene,David Elsworth","27","27",""," 3.781"," 3.618","100","92.6","7.4","0.0","0.0","0","0","10","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","1","Regular Academic Session","BUS","BUS-A","319","33767","FINANCIAL AND TRANS CONSULTING","Greene,David Elsworth","26","28",""," 3.804"," 3.660","100","88.5","11.5","0.0","0.0","2","1","12","10","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","324","1427","COST MANAGEMENT","Waters II,John Milbourne","50","55",""," 3.274"," 3.506","100","34.0","60.0","6.0","0.0","5","0","7","10","14","8","8","3","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","324","1428","COST MANAGEMENT","Waters II,John Milbourne","41","52",""," 3.159"," 3.480","100","29.3","61.0","9.8","0.0","11","0","8","4","5","12","8","2","2","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","324","30746","COST MANAGEMENT","Jensen,Anna Kristin","42","46",""," 3.321"," 3.403","100","42.9","50.0","7.1","0.0","4","3","8","7","6","10","5","1","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","324","30747","COST MANAGEMENT","Jensen,Anna Kristin","38","49",""," 3.350"," 3.394","100","44.7","44.7","10.5","0.0","11","4","9","4","6","8","3","2","2","0","0","0","0","0","5","6","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W2","Eight Week - Second","BUS","BUS-A","324","4186","COST MANAGEMENT","Waters II,John Milbourne","45","50",""," 2.984"," 3.368","100","31.1","40.0","26.7","0.0","6","0","8","6","7","6","5","5","7","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","324","4620","COST MANAGEMENT","Waters II,John Milbourne","44","49",""," 3.107"," 3.420","100","31.8","47.7","20.5","0.0","5","0","7","7","10","4","7","4","4","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-09-2023"
"SP23","4232","8W1","Eight Week - First","BUS","BUS-A","324","7984","COST MANAGEMENT","Waters II,John Milbourne","44","47",""," 3.152"," 3.606","100","25.0","65.9","9.1","0.0","3","0","4","7","12","11","6","2","0","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-09-2023"
